Designator,Footprint,Quantity,Value,LCSC Part #
J1,USB_C_Receptacle_HRO_TYPE-C-31-M-12,1,PC_Usb,
J2,USB_C_Receptacle_HRO_TYPE-C-31-M-12,1,Charger_USB,
J3,USB_C_Receptacle_HRO_TYPE-C-31-M-12,1,Phone_USB,
